x, y
-0.0008032225971839613, -0.0074761223899937335
0.05542169737874614, 5
0.09558231248365195, 9.970102352946334
0.19839352539110114, 23.983556978371112
0.2546184453670312, 31.34529147982063
0.28674698157275236, 32.91479820627803
0.30441761398002065, 29.925261014245553
0.34618470369382537, 17.257097868641395
0.3702811610003618, 14.491777633872271
0.39919682152461256, 12.95964125560538
0.5036144355046331, 11.763824326040499
0.6016064451943679, 11.315393832766958
0.7012047824203469, 10.680118441047156
0.7991967921100815, 10.082209976264714
0.8987951293360603, 9.820627802690584
1.0032127433160811, 9.521671859672786
1.1012047530058158, 9.932735426008971
1.1991967626955506, 9.521671859672786
1.2971886253126306, 9.783257454500074
1.3999999117564073, 9.74588710630956
1.499598248982386, 9.74588710630956
1.5991967332810197, 9.783257454500074
1.7020078726521415, 9.484304932735428
1.7967870801967334, 9.671149831181687
1.897991892031611, 9.820627802690584
1.9975903763302447, 9.596412556053815
2.102007843237611, 9.596412556053815
2.1967870507822025, 9.708520179372202
2.2947789133992824, 9.222719337908138
2.375100290681749, 9.297456613036012
2.39598372523416, 5.859490638356575
2.4409638377020904, -0.0074761223899937335